0,1,2
3365,9689,5535
3366,9694,5385
3367,9684,5439
3368,9670,5544
3369,9805,5277
3370,9681,5390
3371,9961,5361
3372,10065,5361
3373,9752,5305
3374,9457,5529
3375,9712,5293
3376,9706,5378
3377,9773,5469
3378,9457,5344
3379,9533,5286
3380,9381,5447
3381,9755,5493
3382,9410,5379
3383,9752,5313
3384,9742,5524
3385,9747,5434
3386,9755,5400
3387,9784,5472
3388,9781,5360
3389,9756,5397
3390,9579,5333
3391,9868,5354
3392,9739,5815
3393,9780,5632
3394,9558,5529
3395,9787,5435
3396,9808,5520
3397,9768,5298
3398,9615,5375
3399,9846,5338
3400,9769,5460
3401,9788,5613
3402,9494,5368
3403,9838,5500
3404,9549,5424
3405,9839,5302
3406,9816,5521
3407,9797,5333
3408,9535,5406
3409,9897,5533
3410,9802,5431
3411,10144,5413
3412,9555,5721
3413,9833,5388
3414,9615,5363
3415,12188,5485
3416,9405,5576
3417,9815,5431
3418,9712,5482
3419,9939,5489
3420,9866,5412
3421,9884,5430
3422,9655,5482
3423,9922,5421
3424,9556,5411
3425,9747,5643
3426,9558,5472
3427,9912,5422
3428,9886,5529
3429,9904,5403
3430,9624,5477
3431,9938,5451
3432,9737,8512
3433,9899,5491
3434,9590,5559
3435,9869,5490
3436,9902,5656
3437,9962,5435
3438,9879,5399
3439,10261,5622
3440,9547,5499
3441,9920,5446
3442,9711,5603
3443,9886,5769
3444,9999,5588
3445,9942,5498
3446,10189,5532
3447,9930,5504
3448,9933,5603
3449,10300,5702
3450,9728,5457
3451,9976,5473
3452,9938,5564
3453,10283,5789
3454,9891,5474
3455,9914,5439
3456,9619,5663
3457,9974,5478
3458,9642,5606
3459,9973,5679
3460,9963,5519
3461,9989,5520
3462,9648,5545
3463,9962,5588
3464,9921,5476
3465,9974,5492
3466,9857,5607
3467,10023,5394
3468,9999,5502
3469,10087,5591
3470,10012,5510
3471,10053,5539
3472,10013,5578
3473,9882,5486
3474,9832,5564
3475,10038,5516
3476,10024,5542
3477,10053,5474
3478,10083,5523
3479,10094,5919
3480,10086,5531
3481,10095,5563
3482,10052,5628
3483,10046,6017
3484,10127,5564
3485,10067,5524
3486,10078,5715
3487,10118,5520
3488,10058,5618
3489,10086,5690
3490,9845,5634
3491,10230,5553
3492,9874,5575
3493,10337,5689
3494,10048,5508
3495,10012,5544
3496,10015,5673
3497,10181,5556
3498,10103,5571
3499,10137,5567
3500,9851,5593
3501,10108,5634
3502,10078,5600
3503,10097,5709
3504,9999,5525
3505,10088,5518
3506,9974,5623
3507,10015,5667
3508,10216,5578
3509,10028,5577
3510,9861,5595
3511,10171,5483
3512,10120,5651
3513,10117,5684
3514,9765,5485
3515,9790,6378
3516,9780,5588
3517,10148,5711
3518,10184,5566
3519,10112,5593
3520,9891,5775
3521,10218,5625
3522,10147,5620
3523,10156,5611
3524,11039,5636
3525,10160,5647
3526,9888,5602
3527,10099,5642
3528,9783,5749
3529,10168,5868
3530,9964,5557
3531,10467,5698
3532,10410,5636
3533,9910,5617
3534,9804,5581
3535,10187,5593
3536,10183,5625
3537,9919,5651
3538,9879,5705
3539,10191,5588
3540,10187,5596
3541,10179,6190
3542,10002,5871
3543,10210,5484
3544,10183,5569
3545,10248,5630
3546,10204,5420
3547,10213,5448
3548,10214,5503
3549,10066,5405
3550,10043,5589
3551,10183,5517
3552,10240,5542
3553,10209,5444
3554,10304,5425
3555,10249,5596
3556,10249,5475
3557,10223,5456
3558,10292,5540
3559,10234,5568
3560,10057,5477
3561,10541,5648
3562,10450,5428
3563,10232,5850
3564,10274,5909
3565,10247,5923
3566,10144,5830
3567,10140,5890
3568,10109,5910
3569,10272,5927
3570,10496,5900
3571,10250,6528
3572,10364,6128
3573,10328,6025
3574,10313,5854
3575,10276,5870
3576,10286,5929
3577,10393,5864
3578,10418,5983
3579,10367,5876
3580,10366,5890
3581,10307,5821
3582,10367,5669
3583,10302,5700
3584,10360,5802
3585,11719,5824
3586,10370,5605
3587,10429,5650
3588,10364,5776
3589,10361,5671
3590,10031,5726
3591,10343,5794
3592,10333,5838
3593,10374,5670
3594,10217,5709
3595,10378,5858
3596,10370,5699
3597,10375,5717
3598,10346,5917
3599,10271,5830
3600,10202,5932
3601,10375,5630
3602,10242,5778
3603,10353,5764
3604,10474,5705
3605,10356,6012
3606,10435,6174
3607,10421,5947
3608,10468,5707
3609,10572,5738
3610,10282,5902
3611,10370,5866
3612,10555,5726
3613,10402,5688
3614,10213,5817
3615,10385,5851
3616,10579,5743
3617,10410,5820
3618,10431,5859
3619,10668,5728
3620,10442,5973
3621,10438,5700
3622,10280,5773
3623,10446,5778
3624,10416,5777
3625,15147,5915
3626,10477,5858
3627,10366,6081
3628,10181,6110
3629,10137,5923
3630,10053,5841
3631,10518,5761
3632,10448,6076
3633,10466,5838
3634,10145,5796
3635,10530,5827
3636,10565,5890
3637,10472,5872
3638,10259,5800
3639,10553,5729
3640,10459,5916
3641,10455,5940
3642,10589,5797
3643,10449,5844
3644,10310,5903
3645,10120,5775
3646,10103,5788
3647,10231,5765
3648,10161,5878
3649,10551,5782
3650,10508,5845
3651,10556,5742
3652,10322,5877
3653,10536,5865
3654,10555,5857
3655,10525,5978
3656,10213,6026
3657,10536,6161
3658,10520,6309
3659,10472,5735
3660,10384,5784
3661,10496,5767
3662,10424,5798
3663,10277,6249
3664,10303,6140
3665,10292,5987
3666,10434,6010
3667,10253,5910
3668,10356,5970
3669,10583,5840
3670,10560,5813
3671,10525,5969
3672,10322,6059
3673,10270,5849
3674,10289,5859
3675,10250,5891
3676,10256,5869
3677,10276,5898
3678,10249,5866
3679,10571,5973
3680,10222,5965
3681,10589,5848
3682,10468,5818
3683,10952,6002
3684,10648,5969
3685,10593,5813
3686,10541,5828
3687,10613,5834
3688,10627,5950
3689,10646,5829
3690,10623,5871
3691,10585,5971
3692,11971,5885
3693,10819,5926
3694,10578,5986
3695,10921,6020
3696,10639,6014
3697,10579,6004
3698,10609,5914
3699,10711,6069
3700,10678,9075
3701,10629,6012
3702,10578,5866
3703,10905,5840
3704,10640,6058
3705,10642,5892
3706,10735,5867
3707,10707,5821
3708,10593,6072
3709,10721,5849
3710,10621,6834
3711,10621,6258
3712,10678,6079
3713,10638,5960
3714,10564,5963
3715,10707,6003
3716,10757,6004
3717,10744,6127
3718,10689,6051
3719,10743,5966
3720,10613,6047
3721,10771,6029
3722,10705,5953
3723,10840,5996
3724,10671,6054
3725,10722,5945
3726,10723,5954
3727,10902,5941
3728,10565,6086
3729,10840,6036
3730,10733,5889
3731,10734,6005
3732,10685,5922
3733,10748,6101
3734,10693,5867
3735,10917,5931
3736,10777,6015
3737,10709,5964
3738,10779,5919
3739,10843,6393
3740,10891,6021
3741,11028,6482
3742,10791,6060
3743,10977,5905
3744,11015,6126
3745,11088,6028
3746,11027,6087
3747,10844,5955
3748,10863,6062
3749,10890,6079
3750,10784,6134
3751,10981,5951
3752,10837,5929
3753,10806,6091
3754,10795,6076
3755,10843,5968
3756,10862,6703
3757,11093,5960
3758,11036,6053
3759,10859,5932
3760,10895,5949
3761,11113,6014
3762,10882,6125
3763,10850,6191
3764,10892,5979
3765,11234,6005
3766,10922,6084
3767,10871,6175
3768,11284,6063
3769,16077,5995
3770,10914,5996
3771,10852,6029
3772,10872,6013
3773,11109,6017
3774,10911,6041
3775,10897,6131
3776,10859,6042
3777,11202,6061
3778,11118,6010
3779,11126,6102
3780,11122,5966
3781,10932,5958
3782,10907,6019
3783,10934,6820
3784,10882,6130
3785,12980,6011
3786,10899,6008
3787,11212,6210
3788,10973,6126
3789,11001,6000
3790,10925,6109
3791,11005,6055
3792,10980,6206
3793,11287,6804
3794,11498,6145
3795,10954,6076
3796,10963,5986
3797,10963,6380
3798,10931,6089
3799,11056,6058
3800,10965,6016
3801,10980,6152
3802,11073,6170
3803,11201,6073
3804,11197,6032
3805,10984,6324
3806,11527,6175
3807,11241,5971
3808,10964,6433
3809,11033,6101
3810,10994,6265
3811,11238,6220
3812,11012,6117
3813,10977,6103
3814,11400,6170
3815,11808,6189
3816,11015,6062
3817,10992,6246
3818,10542,6079
3819,10483,6264
3820,10730,6119
3821,10725,6083
3822,10761,6137
3823,10552,6503
3824,10569,6110
3825,10878,6037
3826,10669,6019
3827,10605,6213
3828,10758,6325
3829,10562,6286
3830,10592,6097
3831,10734,6089
3832,10877,6158
3833,10658,6134
3834,10922,6005
3835,10952,6144
3836,10875,6076
3837,10535,6488
3838,10571,6129
3839,10707,6093
3840,10758,6115
3841,10621,6310
3842,10737,6263
3843,10929,6153
3844,11047,6030
3845,10944,6185
3846,10912,6211
3847,10737,6299
3848,10661,6195
3849,10595,6088
3850,10672,6293
3851,10789,6288
3852,10818,6103
3853,11031,6165
3854,10942,6188
3855,11013,6279
3856,11218,6216
3857,11178,6129
3858,10677,6129
3859,10991,6310
3860,11090,6371
3861,10751,6090
3862,10889,6140
3863,10741,6088
3864,11541,6270
3865,11310,6213
3866,10837,6446
3867,11232,6121
3868,11181,6400
3869,11175,6311
3870,10764,6341
3871,10954,6171
3872,10891,6194
3873,11236,6995
3874,11175,6731
3875,10902,6257
3876,10884,6122
3877,11171,6157
3878,11246,6211
3879,11124,6321
3880,10925,6289
3881,10762,6132
3882,10760,6130
3883,10841,6332
3884,11010,6363
3885,11109,6128
3886,10985,6162
3887,10962,6155
3888,10820,6228
3889,10781,6390
3890,10945,6118
3891,10857,6262
3892,10977,6290
3893,11107,6294
3894,10965,6319
3895,10764,6175
3896,10697,6277
3897,11232,6289
3898,11251,6168
3899,11354,6197
3900,10792,6191
3901,10785,6452
3902,10769,6175
3903,11148,6976
3904,11138,6463
3905,11096,6166
3906,11079,6212
3907,11154,6338
3908,11228,6432
3909,11276,6455
3910,11283,6164
3911,10847,6220
3912,10933,6216
3913,10911,6281
3914,11056,6203
3915,10987,6181
3916,11010,6368
3917,10883,6483
3918,10901,6407
3919,10951,6300
3920,10917,6225
3921,10906,6417
3922,10914,6217
3923,11034,6425
3924,11128,6198
3925,10818,6354
3926,10890,6378
3927,11233,6364
3928,11090,6297
3929,10971,6212
3930,10900,6215
3931,11021,6316
3932,11035,6460
3933,11442,6387
3934,11503,6285
3935,11201,6284
3936,11130,6353
3937,11397,6475
3938,11375,6266
3939,10957,6290
3940,10995,6590
3941,11384,6357
3942,11111,6257
3943,11235,6386
3944,11434,6471
3945,11445,6187
3946,11285,6252
3947,11086,6295
3948,11196,6395
3949,10949,6532
3950,10990,6247
3951,10990,7715
3952,11267,6487
3953,11424,6436
3954,11389,6517
3955,11073,6282
3956,11326,9738
3957,11045,6467
3958,11022,6312
3959,11042,6682
3960,10972,6569
3961,11180,6412
3962,11251,6284
3963,11054,6342
3964,11606,6253
3965,11365,6413
3966,11505,6405
3967,11436,6311
3968,11006,6391
3969,11320,6334
3970,11154,6454
3971,11522,6414
3972,11496,6294
3973,11382,6271
3974,11389,6347
3975,11245,6502
3976,11379,6478
3977,11449,6300
3978,11180,6319
3979,10957,6353
3980,10990,6354
3981,11267,6749
3982,12517,6536
3983,11151,6309
3984,11036,6437
3985,11112,6329
3986,10998,6553
3987,11303,6397
3988,11139,6363
3989,11130,6360
3990,11079,6383
3991,11239,6833
3992,11130,6503
3993,11149,6408
3994,11069,6399
3995,11366,6335
3996,11335,6280
3997,11123,6698
3998,11050,6504
3999,11180,6336
4000,11220,6469
4001,11059,6454
4002,11183,6354
4003,11142,6550
4004,11259,6329
4005,11117,6417
4006,11125,6360
4007,11234,6869
4008,11218,6458
4009,11102,6686
4010,11266,6339
4011,11248,6411
4012,11396,6267
4013,11158,6717
4014,11215,6824
4015,11383,8008
4016,11027,6686
4017,11149,6736
4018,11297,6427
4019,11315,6607
4020,11136,6349
4021,11176,6510
4022,11260,6475
4023,11267,6425
4024,11285,6575
4025,11109,6626
4026,11285,6598
4027,11324,6525
4028,11427,6376
4029,11181,6370
4030,11313,6563
4031,11498,6553
4032,11337,6562
4033,11218,6491
4034,11370,7414
4035,11160,6509
4036,11069,6621
4037,11190,6575
4038,11365,6725
4039,11114,6590
4040,11195,6513
4041,11460,6388
4042,11406,6598
4043,11599,6561
4044,11511,6351
4045,11279,6549
4046,11171,6454
4047,11318,6370
4048,11437,6643
4049,11221,6466
4050,11338,6416
4051,11320,6462
4052,11318,6448
4053,11377,6652
4054,11565,6783
4055,11399,6411
4056,11142,6467
4057,11379,6529
4058,11319,6424
4059,11142,6582
4060,11520,6477
4061,11437,6461
4062,11350,6494
4063,11512,6500
4064,11465,6588
4065,11412,6614
4066,11132,6551
4067,11489,6434
4068,11477,6489
4069,11787,6593
4070,11624,6534
4071,11635,6539
4072,11426,6545
4073,11450,6585
4074,11573,6529
4075,11204,6453
4076,11437,6609
4077,11631,6670
4078,11379,6642
4079,11744,6465
4080,11834,6524
4081,11566,6654
4082,11565,6556
4083,11452,6767
4084,11631,6672
4085,11320,6547
4086,11521,6656
4087,11596,6649
4088,11604,6808
4089,11381,6741
4090,11896,6545
4091,11394,6471
4092,11663,6585
4093,11419,6510
4094,11519,6579
4095,11468,6573
4096,11457,6435
4097,11368,6480
4098,11368,6512
4099,11460,6625
4100,11726,6713
4101,11467,6716
4102,11486,6755
4103,11449,6654
4104,11429,6525
4105,11336,6580
4106,11799,6678
4107,11793,6783
4108,11738,6701
4109,11353,6571
4110,11461,6706
4111,11582,6601
4112,11708,6723
4113,11498,6822
4114,11573,6865
4115,11443,6618
4116,11507,6588
4117,11456,6771
4118,11454,6884
4119,11422,6675
4120,11435,6651
4121,11437,6669
4122,11445,6620
4123,11672,6742
4124,11742,6808
4125,11512,6650
4126,12106,6925
4127,12041,6904
4128,11720,6622
4129,11530,6635
4130,11512,6600
4131,11643,6592
4132,11658,6721
4133,11597,6793
4134,11749,6774
4135,11813,6501
4136,12090,6568
4137,11867,6564
4138,11950,6815
4139,11567,6802
4140,11939,6586
4141,11486,6684
4142,11488,6806
4143,11574,6628
4144,11450,6709
4145,11618,6657
4146,11697,6702
4147,11615,6610
4148,11777,6696
4149,11562,6712
4150,11723,6808
4151,11641,6808
4152,11783,6791
4153,11489,6521
4154,11561,6590
4155,11805,6583
4156,11609,6753
4157,11742,7310
4158,11608,7130
4159,11620,6849
4160,11916,6784
4161,11633,6807
4162,11445,6663
4163,11670,6744
4164,11686,6886
4165,11517,6800
4166,11743,6790
4167,11785,6584
4168,11719,6615
4169,11788,6629
4170,11788,6784
4171,11532,6896
4172,11881,6903
4173,12708,6567
4174,11664,6822
4175,11706,6687
4176,11727,6616
4177,11695,6713
4178,11657,6868
4179,11640,6703
4180,11580,6694
4181,11745,6730
4182,11616,6752
4183,11725,6865
4184,11585,7522
4185,12350,6818
4186,12284,7058
4187,11984,6625
4188,12086,7155
4189,11559,6620
4190,11639,6672
4191,11517,6903
4192,11685,7338
4193,11696,6938
4194,11746,6662
4195,11707,6684
4196,11641,6578
4197,11964,6691
4198,12136,6756
4199,12226,6806
4200,11871,6674
4201,11975,6666
4202,12060,6760
4203,11751,6597
4204,11752,6831
4205,11809,6830
4206,11813,6839
4207,11642,6700
4208,11659,6738
4209,11742,6634
4210,11644,6636
4211,12279,6880
4212,11812,6945
4213,11815,6959
4214,11860,6742
4215,11663,6672
4216,11755,6699
4217,11545,6870
4218,12004,6879
4219,11740,6779
4220,13084,6826
4221,12054,6762
4222,11781,6726
4223,11828,6845
4224,12027,6850
4225,11632,6914
4226,11921,6899
4227,11713,6964
4228,11710,6678
4229,11963,6669
4230,11787,7256
4231,11762,7191
4232,11847,6808
4233,11637,6780
4234,11602,6947
4235,11770,6837
4236,11727,6699
4237,11879,6722
4238,11813,6764
4239,11843,6781
4240,11817,6862
4241,11808,6825
4242,11780,6883
4243,12008,6738
4244,12060,6886
4245,11812,6834
4246,11945,6898
4247,11949,6995
4248,12111,6887
4249,11796,6947
4250,11870,6860
4251,12179,6748
4252,12074,6890
4253,11819,6973
4254,11799,6881
4255,11960,6836
4256,11896,6832
4257,12047,6790
4258,12066,6757
4259,11729,6755
4260,11786,6824
4261,11800,7092
4262,11777,7033
4263,11858,6788
4264,11919,6734
4265,12742,6774
4266,12023,6824
4267,12063,7126
4268,12011,6897
4269,11961,6894
4270,12020,6936
4271,11880,6902
4272,11863,6760
4273,11932,6755
4274,12085,6719
4275,11798,7114
4276,11843,6917
4277,11996,6988
4278,12318,7038
4279,11825,7312
4280,11851,6782
4281,12190,6799
4282,12248,6907
4283,11809,6775
4284,11812,6799
4285,12017,6865
4286,12006,6996
4287,11932,6955
4288,11925,6919
4289,11997,6937
4290,12152,7062
4291,11928,6948
4292,12253,6932
4293,11965,7396
4294,12240,7085
4295,11976,7014
4296,11995,6864
4297,12195,6874
4298,11972,6887
4299,11853,6900
4300,12151,7026
4301,12135,6983
4302,12491,7826
4303,11866,7042
4304,12092,7058
4305,12330,6750
4306,12089,6769
4307,12035,7150
4308,12177,6770
4309,12224,7027
4310,12249,7140
4311,12388,6955
4312,12487,6920
4313,12003,6901
4314,12050,6823
4315,12941,7118
4316,12608,7443
4317,12473,6975
4318,12391,7151
4319,12208,7133
4320,12172,7072
4321,12292,6999
4322,12262,6849
4323,11948,6944
4324,12107,6921
4325,12615,6985
4326,12282,7136
4327,12486,7046
4328,12377,6983
4329,12505,7338
4330,12400,6922
4331,12419,6954
4332,12294,6907
4333,12209,7474
4334,12069,7411
4335,12070,7045
4336,12155,6952
4337,12111,6935
4338,12115,6868
4339,12658,7025
4340,12165,6963
4341,12039,6988
4342,12092,7155
4343,12388,7095
4344,12524,7069
4345,12392,6867
4346,12027,6950
4347,12000,6858
4348,12171,6957
4349,12107,7056
4350,12141,7067
4351,12565,7083
4352,12585,7029
4353,12169,6876
4354,12312,6950
4355,13171,6970
4356,12469,6881
4357,12557,6904
4358,12451,7126
4359,12076,7070
4360,12021,7040
4361,12456,7244
4362,12438,6982
4363,12219,6997
4364,12306,6961
4365,12213,7012
4366,12112,6957
4367,12626,7032
4368,12579,7268
4369,12554,7096
4370,12625,7150
4371,12174,7138
4372,12247,6937
4373,12273,8198
4374,12174,7208
4375,12348,7006
4376,12304,7070
4377,12192,7198
4378,12174,7204
4379,12200,7159
4380,12268,7094
4381,12121,7055
4382,12129,7135
4383,12193,7069
4384,12248,6977
4385,12280,6927
4386,12407,7047
4387,12517,7203
4388,12352,7155
4389,12342,7143
4390,12256,7142
4391,12273,7045
4392,12276,7038
4393,12792,7060
4394,12629,7049
4395,12523,6983
4396,12546,7119
4397,12580,7418
4398,12450,7197
4399,12746,7233
4400,12745,6986
4401,12690,7030
4402,12612,7087
4403,12282,7203
4404,12379,7307
4405,12730,7503
4406,12790,7086
4407,12251,6968
4408,12181,7168
4409,12423,7085
4410,12134,7022
4411,12393,7291
4412,12223,7438
4413,12815,7198
4414,12723,7154
4415,12977,7150
4416,12481,7132
4417,12466,7187
4418,12218,7183
4419,12754,6976
4420,12779,6996
4421,12563,7004
4422,12319,7104
4423,12744,7002
4424,12679,7084
4425,12303,7175
4426,12408,7087
4427,12613,7252
4428,13105,7130
4429,12767,7088
4430,12828,7027
4431,12336,7012
4432,12430,7094
4433,12817,7098
4434,12741,7106
4435,12730,7139
4436,12467,7083
4437,12624,7214
4438,12249,7079
4439,12713,7129
4440,12729,7103
4441,12561,7164
4442,12366,7380
4443,13580,7803
4444,12812,7262
4445,12862,7297
4446,12850,7267
4447,12857,7301
4448,12860,7946
4449,12462,7095
4450,12424,7108
4451,12759,7077
4452,12806,7253
4453,12550,7159
4454,12363,7165
4455,12486,7140
4456,12593,7215
4457,12783,7149
4458,12419,7208
4459,12847,7051
4460,12950,7024
4461,12588,7179
4462,12451,7358
4463,13057,7003
4464,12669,7415
4465,12786,7197
4466,12923,7305
4467,12726,7236
4468,12698,7234
4469,12588,8127
4470,12732,7021
4471,12811,7081
4472,12895,7289
4473,12494,7152
4474,12703,7322
4475,12411,7347
4476,12397,7182
4477,12401,7285
4478,12495,7327
4479,12994,7263
4480,13098,7292
4481,12856,7462
4482,12689,7204
4483,13068,7172
4484,12904,7159
4485,12597,7302
4486,13076,7266
4487,13137,7266
4488,12960,7298
4489,12514,7339
4490,12496,7229
4491,12823,7238
4492,13170,7101
4493,12388,7147
4494,12500,7207
4495,12413,7147
4496,12388,7312
4497,12645,7210
4498,12493,7265
4499,12649,7193
4500,12829,7438
4501,12699,7436
4502,12572,7316
4503,12526,7202
4504,12648,7334
4505,12724,7195
4506,12933,7085
4507,12553,7226
4508,12569,7332
4509,12571,7351
4510,12479,7412
4511,12563,7313
4512,12582,7913
4513,12611,7486
4514,12717,7351
4515,12664,7247
4516,12883,7164
4517,12982,7393
4518,12913,7300
4519,12821,7199
4520,12401,7185
4521,12644,7195
4522,12621,7452
4523,13120,7299
4524,13039,7349
4525,12726,7336
4526,12702,7285
4527,12798,7200
4528,12732,7225
4529,14007,7233
4530,12680,7352
4531,12943,7460
4532,12806,7287
4533,13148,7212
4534,13195,7361
4535,12531,7266
4536,12696,7311
4537,13088,7340
4538,13034,7426
4539,12649,7124
4540,12793,7230
4541,13057,7323
4542,13042,7305
4543,13276,7496
4544,12672,7517
4545,12689,7219
4546,12763,7319
4547,12695,7294
4548,12830,7262
4549,13149,7568
4550,12972,7405
4551,12885,7328
4552,12634,7187
4553,13133,7290
4554,13502,7263
4555,12826,7277
4556,12733,7300
4557,13301,7294
4558,13089,7448
4559,12784,7274
4560,12750,7369
4561,12765,7436
4562,12769,7319
4563,12730,7404
4564,12785,7378
4565,12652,7309
4566,12747,7219
4567,12846,7297
4568,12818,7737
4569,13114,7207
4570,13284,7277
4571,12894,7463
4572,13797,7492
4573,13203,7714
4574,13279,7436
4575,12807,7404
4576,12873,7438
4577,12806,7355
4578,12633,7352
4579,13212,7433
4580,13207,8005
4581,13016,7424
4582,13077,7312
4583,13205,7380
4584,14646,7376
4585,13213,7390
4586,13321,7461
4587,13317,7451
4588,13250,7388
4589,12768,7548
4590,13062,7591
4591,13687,7416
4592,12815,7462
4593,13213,7290
4594,13200,7300
4595,12773,7361
4596,12917,7345
4597,13354,7327
4598,13257,7397
4599,13151,7254
4600,13294,7421
4601,13066,7388
4602,12883,7452
4603,13005,7457
4604,12982,7354
4605,13253,7421
4606,13294,7754
4607,13084,7499
4608,13122,7466
4609,12689,7350
4610,12814,7373
4611,13284,7672
4612,13351,7537
4613,13091,7404
4614,13594,7556
4615,13013,7383
4616,12852,7412
4617,12787,7528
4618,12928,7505
4619,12995,7548
4620,12932,7475
4621,12983,7441
4622,12919,7508
4623,13094,7465
4624,12928,7522
4625,13116,7501
4626,12989,7374
4627,12983,7400
4628,12929,7372
4629,12948,7435
4630,13150,7451
4631,13026,7452
4632,12943,7420
4633,12939,7483
4634,12969,7472
4635,13042,7580
4636,13057,7609
4637,12885,7519
4638,12944,7629
4639,13269,7557
4640,13734,7387
4641,13470,7615
4642,13328,7425
4643,13259,7410
4644,13110,7400
4645,13385,7410
4646,13380,7697
4647,13064,7521
4648,12910,7569
4649,13056,7680
4650,12984,7529
4651,13427,7523
4652,13391,7681
4653,12889,7451
4654,13069,7734
4655,13080,7465
4656,13260,7437
4657,13097,7596
4658,13004,7484
4659,13177,7545
4660,13149,7519
4661,13002,7571
4662,13126,7407
4663,13125,7396
4664,13120,7531
4665,13046,7476
4666,12917,7496
4667,13594,7599
4668,13307,7596
4669,13078,7383
4670,13097,7521
4671,13761,7666
4672,13730,7728
4673,13039,7595
4674,13014,7799
4675,13456,7570
4676,13078,7600
4677,13189,7596
4678,13026,8139
4679,13624,7650
4680,13436,7517
4681,13444,7354
4682,13074,7512
4683,13640,7528
4684,13144,7423
4685,13478,7462
4686,13606,7644
4687,13319,7642
4688,13197,7469
4689,12993,7498
4690,13025,7460
4691,13386,7700
4692,13539,7586
4693,12946,7574
4694,13085,7625
4695,13067,7451
4696,13289,7598
4697,14264,7651
4698,13281,7933
4699,13058,7589
4700,13321,7568
4701,13316,7496
4702,13198,7468
4703,13076,7549
4704,13153,8162
4705,13717,7708
4706,13511,7445
4707,13173,7578
4708,13222,7484
4709,13608,7680
4710,13567,7755
4711,13225,7646
4712,13374,7962
4713,13089,7503
4714,13183,7626
4715,13470,7748
4716,13590,7696
4717,13197,7592
4718,13330,7651
4719,13597,7561
4720,13643,7621
4721,13298,7562
4722,13167,7667
4723,13223,7709
4724,13303,7794
4725,13613,7630
4726,13583,7677
4727,13542,7622
4728,13507,7521
4729,13503,7484
4730,13250,7666
4731,13732,7536
4732,13673,7591
4733,13135,7532
4734,13106,7645
4735,13272,7534
4736,13264,7536
4737,13431,7580
4738,13828,7834
4739,13354,7769
4740,13323,7638
4741,13477,7734
4742,13104,7678
4743,13266,7730
4744,13332,8243
4745,13364,7716
4746,13189,7709
4747,13684,7868
4748,13672,7634
4749,13407,7641
4750,13961,7674
4751,13688,7709
4752,13619,8174
4753,13891,7697
4754,13181,7604
4755,13833,7506
4756,13713,7575
4757,13443,7642
4758,13369,7578
4759,13274,7546
4760,13260,7580
4761,13598,7666
4762,13459,7663
4763,13434,7669
4764,13404,7525
4765,14012,7648
4766,13763,7762
4767,13475,7754
4768,13320,7801
4769,13812,7627
4770,13726,7732
4771,13409,7761
4772,13279,7688
4773,13772,7856
4774,13698,7744
4775,13319,7643
4776,13278,8460
4777,13769,8120
4778,13713,7836
4779,13430,7678
4780,13347,7831
4781,13483,7756
4782,13379,7859
4783,13630,7987
4784,13830,7751
4785,13657,7732
4786,13483,7661
4787,13624,7937
4788,13649,7696
4789,13410,7730
4790,13525,7752
4791,13242,7645
4792,13308,7630
4793,13584,7653
4794,13603,7805
4795,13908,7614
4796,13755,7624
4797,13558,7578
4798,13374,7679
4799,13513,7697
4800,13421,7676
4801,13518,7586
4802,13614,7713
4803,13586,7709
4804,13421,7795
4805,13494,7734
4806,13678,7842
4807,13503,7777
4808,13465,7723
4809,13326,8592
4810,13157,7787
4811,13280,7818
4812,13377,8428
4813,13442,7805
4814,13480,7873
4815,13887,7865
4816,13805,7868
4817,13619,7773
4818,13542,7857
4819,14005,7809
4820,13651,7820
4821,14054,7739
4822,13974,7943
4823,13919,7790
4824,13547,7848
4825,13527,7785
4826,13598,7852
4827,14123,7822
4828,13853,7803
4829,13390,7823
4830,13562,7981
4831,13528,7638
4832,13657,7738
4833,13530,7730
4834,13444,7820
4835,13971,7802
4836,13553,7682
4837,14081,7770
4838,13991,7741
4839,13314,7699
4840,13358,7720
4841,13862,8162
4842,13913,7993
4843,13934,8412
4844,13713,7972
4845,14094,8016
4846,13868,8048
4847,13655,7768
4848,13761,7716
4849,13531,7733
4850,13652,7830
4851,13979,8101
4852,13969,7879
4853,13409,8146
4854,13744,7966
4855,13648,7678
4856,13555,7778
4857,13605,7731
4858,13564,7867
4859,14542,7755
4860,13598,7778
4861,13581,7709
4862,13447,7835
4863,13657,7724
4864,13474,7847
4865,13546,7739
4866,13739,8599
4867,13488,7773
4868,13689,7800
4869,13728,7760
4870,13604,7876
4871,13715,7766
4872,13535,7720
4873,13696,8095
4874,14059,7747
4875,14000,7858
4876,13801,7800
4877,14070,7775
4878,14103,7796
4879,13522,7849
4880,13410,7762
4881,14115,7767
4882,14099,7734
4883,14042,7785
4884,13881,7904
4885,13878,7821
4886,13736,7769
4887,13469,7838
4888,13631,7793
4889,14123,7780
4890,14132,7895
4891,13713,7736
4892,13598,7803
4893,14123,7963
4894,13828,7819
4895,13817,7840
4896,14156,7817
4897,13714,7815
4898,13696,7910
4899,14183,7775
4900,14262,7790
4901,13979,7800
4902,13949,7890
4903,14189,8363
4904,14145,8068
4905,13844,7854
4906,13938,8019
4907,13500,7797
4908,13754,7848
4909,13960,7889
4910,13958,7914
4911,13754,7873
4912,13718,7830
4913,14138,7792
4914,14207,7793
4915,14118,7863
4916,14130,8034
4917,14288,7797
4918,14147,7841
